,V1,V2
1815,3575,880
1816,3584,1339
1817,3585,575
1818,3585,955
1819,3586,1204
1820,3586,819
1821,3589,908
1822,3592,1742
1823,3606,1237
1824,3612,358
1825,3612,188
1826,3614,920
1827,3619,1130
1828,3619,1543
1829,3622,1123
1830,3623,1209
1831,3628,1083
1832,3637,88
1833,3638,1037
1834,3641,847
1835,3642,279
1836,3642,1656
1837,3643,563
1838,3646,1204
1839,3647,989
1840,3647,1644
1841,3647,1625
1842,3654,351
1843,3655,1120
1844,3657,852
1845,3657,1525
1846,3658,561
1847,3659,826
1848,3664,1146
1849,3665,280
1850,3670,1007
1851,3672,1392
1852,3674,131
1853,3674,734
1854,3674,595
1855,3675,1558
1856,3677,1637
1857,3677,1132
1858,3677,1178
1859,3680,281
1860,3680,572
1861,3680,189
1862,3681,1011
1863,3681,1683
1864,3686,121
1865,3686,1544
1866,3687,285
1867,3688,1222
1868,3688,25
1869,3691,285
1870,3692,588
1871,3696,999
1872,3696,1570
1873,3696,895
1874,3697,1475
1875,3697,872
1876,3697,997
1877,3700,1686
1878,3703,890
1879,3704,1711
1880,3705,76
1881,3706,1195
1882,3708,1166
1883,3714,1257
1884,3715,981
1885,3715,1516
1886,3727,1357
1887,3727,1342
1888,3728,1545
1889,3729,1641
1890,3729,307
1891,3729,302
1892,3735,334
1893,3740,1431
1894,3741,689
1895,3746,327
1896,3758,955
1897,3759,647
1898,3759,587
1899,3765,1625
1900,3765,989
1901,3770,809
1902,3770,1463
1903,3772,621
1904,3775,570
1905,3777,1633
1906,3779,300
1907,3779,1703
1908,3784,1567
1909,3787,1330
1910,3787,1436
1911,3802,200
1912,3802,315
1913,3803,570
1914,3818,845
1915,3818,861
1916,3823,62
1917,3823,564
1918,3824,1224
1919,3825,987
1920,3826,2
1921,3830,682
1922,3834,1599
1923,3842,845
1924,3850,1037
1925,3851,1594
1926,3851,1503
1927,3851,1546
1928,3851,987
1929,3852,1289
1930,3853,43
1931,3856,480
1932,3863,1836
1933,3864,306
1934,3867,279
1935,3869,1729
1936,3870,1661
1937,3870,880
1938,3871,1739
1939,3871,1012
1940,3872,1140
1941,3878,1208
1942,3880,317
1943,3880,287
1944,3880,600
1945,3880,155
1946,3882,1681
1947,3885,265
1948,3886,1119
1949,3887,164
1950,3892,865
1951,3893,426
1952,3893,600
1953,3895,284
1954,3897,557
1955,3906,1387
1956,3907,983
1957,3908,321
1958,3908,599
1959,3909,624
1960,3913,830
1961,3914,1418
1962,3915,996
1963,3917,1356
1964,3918,1436
1965,3918,1330
1966,3923,1205
1967,3923,1688
1968,3924,1089
1969,3926,1165
1970,3926,1339
1971,3926,978
1972,3926,876
1973,3929,1110
1974,3932,1441
1975,3933,1143
1976,3934,62
1977,3934,1310
1978,3937,1389
1979,3938,388
1980,3941,845
1981,3943,1389
1982,3944,507
1983,3946,1797
1984,3951,908
1985,3951,27
1986,3951,994
1987,3951,1327
1988,3954,1049
1989,3954,1609
1990,3954,1208
1991,3956,749
1992,3956,656
1993,3956,376
1994,3957,1298
1995,3957,1681
1996,3958,722
1997,3959,809
1998,3964,708
1999,3964,15
2000,3964,1427
2001,3966,601
2002,3973,135
2003,3973,437
2004,3973,188
2005,3973,416
2006,3976,1635
2007,3977,708
2008,3978,232
2009,3981,413
2010,3983,388
2011,3984,1806
2012,3984,722
2013,3984,88
2014,3989,826
2015,3989,963
2016,3989,476
2017,3989,1672
2018,3991,485
2019,3994,191
2020,4005,908
2021,4007,304
2022,4008,1556
2023,4012,188
2024,4014,1122
2025,4014,1664
2026,4017,1342
2027,4018,1599
2028,4021,479
2029,4024,1556
2030,4024,1327
2031,4026,1718
2032,4028,1441
2033,4029,1243
2034,4035,1333
2035,4036,1049
2036,4039,1360
2037,4039,426
2038,4040,613
2039,4041,681
2040,4042,1493
2041,4044,810
2042,4045,1204
2043,4050,4
2044,4050,1221
2045,4054,1194
2046,4054,1592
2047,4059,1238
2048,4061,730
2049,4061,368
2050,4066,1603
2051,4067,1260
2052,4067,819
2053,4069,1336
2054,4072,1464
2055,4072,1551
2056,4074,1672
2057,4083,1739
2058,4086,586
2059,4089,809
2060,4091,1569
2061,4091,1567
2062,4097,960
2063,4097,860
2064,4109,1457
2065,4109,1334
2066,4113,828
2067,4114,1460
2068,4117,302
2069,4117,1460
2070,4118,1274
2071,4119,1238
2072,4122,18
2073,4124,279
2074,4137,284
2075,4140,1293
2076,4140,567
2077,4142,895
2078,4149,3
2079,4154,1742
2080,4155,88
2081,4156,1543
2082,4160,1224
2083,4168,806
2084,4179,1633
2085,4197,1633
2086,4199,133
2087,4199,574
2088,4199,285
2089,4199,1
2090,4199,191
2091,4200,133
2092,4200,574
2093,4200,57
2094,4200,286
2095,4204,55
2096,4208,1679
2097,4208,1542
2098,4214,827
2099,4214,1282
2100,4218,464
2101,4218,45
2102,4218,697
2103,4218,679
2104,4220,1506
2105,4222,96
2106,4223,1359
2107,4226,30
2108,4228,302
2109,4231,1597
2110,4232,1398
2111,4236,827
2112,4238,1797
2113,4242,1333
2114,4245,999
2115,4251,588
2116,4252,1122
2117,4252,1664
2118,4253,1392
2119,4256,575
2120,4259,1331
2121,4261,1534
2122,4261,841
2123,4261,1151
2124,4263,1291
2125,4266,624
2126,4267,577
2127,4267,96
2128,4270,316
2129,4271,978
2130,4271,1668
2131,4272,1513
2132,4274,30
2133,4274,25
2134,4274,569
2135,4275,1167
2136,4276,1648
2137,4276,1167
2138,4278,1151
2139,4278,999
2140,4279,1707
2141,4287,25
2142,4287,277
2143,4287,1222
2144,4287,569
2145,4289,1779
2146,4293,416
2147,4293,132
2148,4294,1282
2149,4296,512
2150,4299,564
2151,4300,279
2152,4304,1333
2153,4305,121
2154,4307,1195
2155,4308,1700
2156,4308,1266
2157,4308,908
2158,4308,861
2159,4318,1190
2160,4321,973
2161,4325,569
2162,4325,280
2163,4325,625
2164,4326,1321
2165,4326,18
2166,4327,1521
2167,4327,945
2168,4327,1514
2169,4328,1597
2170,4328,1207
2171,4331,866
2172,4339,1597
2173,4340,563
2174,4342,1205
2175,4344,1339
2176,4344,1597
2177,4345,880
2178,4345,1688
2179,4346,1031
2180,4346,1264
2181,4347,1508
2182,4348,1366
2183,4354,1207
2184,4356,8
2185,4361,1250
2186,4361,1456
2187,4362,1611
2188,4369,586
2189,4372,1722
2190,4372,1100
2191,4373,1317
2192,4373,1686
2193,4373,1656
2194,4379,955
2195,4382,1760
2196,4383,1391
2197,4383,1703
2198,4384,1298
2199,4389,992
2200,4390,1130
2201,4396,56
2202,4398,1327
2203,4398,1676
2204,4400,1280
2205,4405,1700
2206,4416,1031
2207,4422,872
2208,4423,873
2209,4423,1224
2210,4424,1523
2211,4424,1133
2212,4427,956
2213,4429,1350
2214,4433,1319
2215,4434,722
2216,4437,1316
2217,4437,968
2218,4438,1038
2219,4441,310
2220,4445,1564
2221,4454,722
2222,4464,1508
2223,4465,1356
2224,4467,132
2225,4470,647
2226,4470,61
2227,4476,1825
2228,4477,959
2229,4477,872
2230,4479,1207
2231,4479,1475
2232,4479,1205
2233,4486,1688
2234,4486,1633
2235,4492,564
2236,4496,1366
2237,4496,1227
2238,4499,132
2239,4499,749
2240,4519,336
2241,4522,479
2242,4524,1330
2243,4526,1544
2244,4528,642
2245,4528,1650
2246,4537,655
2247,4537,40
2248,4539,366
2249,4539,21
2250,4539,639
2251,4548,1679
2252,4553,1608
2253,4553,1722
2254,4560,790
2255,4563,1609
2256,4563,1227
2257,4563,1316
2258,4567,1163
2259,4568,388
2260,4572,1003
2261,4581,38
2262,4581,663
2263,4581,188
2264,4581,301
2265,4581,21
2266,4587,1389
2267,4587,1208
2268,4589,338
2269,4590,1342
2270,4590,1648
2271,4592,309
2272,4592,88
2273,4593,1210
2274,4593,1354
2275,4595,1083
2276,4599,1357
2277,4600,413
2278,4601,84
2279,4610,287
2280,4612,1001
2281,4612,1682
2282,4614,940
2283,4615,776
2284,4615,308
2285,4619,1007
2286,4621,924
2287,4623,201
2288,4624,1016
2289,4624,1281
2290,4624,447
2291,4625,1676
2292,4625,994
2293,4631,43
2294,4631,188
2295,4631,663
2296,4634,376
2297,4634,43
2298,4636,366
2299,4636,344
2300,4637,192
2301,4637,1330
2302,4638,77
2303,4638,724
2304,4650,683
2305,4652,1427
2306,4654,1793
2307,4656,982
2308,4659,1712
2309,4660,600
2310,4660,426
2311,4660,184
2312,4661,201
2313,4662,388
2314,4663,313
2315,4665,437
2316,4666,1373
2317,4667,506
2318,4670,1752
2319,4670,225
2320,4670,19
2321,4673,1379
2322,4676,1373
2323,4678,1238
2324,4678,874
2325,4678,1534
2326,4678,1002
2327,4679,1177
2328,4680,19
2329,4685,3
2330,4685,1578
2331,4686,1118
2332,4686,1472
2333,4691,1463
2334,4691,810
2335,4691,1237
2336,4691,1575
2337,4701,1244
2338,4706,1667
2339,4708,624
2340,4708,1641
2341,4709,1775
2342,4709,276
2343,4709,1473
2344,4710,1237
2345,4710,1540
2346,4710,1515
2347,4710,1334
2348,4710,865
2349,4711,300
2350,4712,1538
2351,4715,1266
2352,4718,872
2353,4728,1570
2354,4729,823
2355,4730,1025
2356,4733,567
2357,4733,1206
2358,4736,1551
2359,4738,1260
2360,4742,1569
2361,4746,1398
2362,4751,835
2363,4752,40
2364,4752,212
2365,4754,323
2366,4755,276
2367,4757,1460
2368,4760,1461
2369,4761,1226
2370,4762,1048
2371,4762,1545
2372,4768,1045
2373,4770,1488
2374,4777,338
2375,4778,1333
2376,4779,1354
2377,4779,984
2378,4779,1357
2379,4779,1567
2380,4779,1210
2381,4785,1514
2382,4790,625
2383,4790,575
2384,4792,976
2385,4797,1594
2386,4797,997
2387,4799,189
2388,4799,339
2389,4800,1594
2390,4801,56
2391,4801,1391
2392,4801,1703
2393,4804,1186
2394,4806,646
2395,4808,285
2396,4808,133
2397,4808,277
2398,4809,562
2399,4814,1151
2400,4816,179
2401,4817,955
2402,4817,1122
2403,4820,1434
2404,4820,1319
2405,4822,31
2406,4826,327
2407,4831,191
2408,4832,890
2409,4832,1562
2410,4837,280
2411,4838,57
2412,4842,835
2413,4844,625
2414,4846,1564
2415,4858,1238
2416,4858,1163
2417,4862,1266
2418,4865,884
2419,4867,1013
2420,4867,1037
2421,4867,828
2422,4869,1204
2423,4873,1632
2424,4874,1474
2425,4874,1606
2426,4877,163
2427,4878,1333
2428,4880,52
2429,4880,17
2430,4885,336
2431,4885,14
2432,4885,645
2433,4885,323
2434,4885,625
2435,4889,191
2436,4889,138
2437,4890,1516
2438,4892,1366
2439,4893,817
2440,4894,1031
2441,4896,1164
2442,4901,74
2443,4904,563
2444,4905,906
2445,4906,1446
2446,4907,114
2447,4907,454
2448,4907,347
2449,4907,1350
2450,4908,993
2451,4910,52
2452,4917,1151
2453,4918,997
2454,4918,1594
2455,4918,1339
2456,4918,1546
2457,4923,951
2458,4926,304
2459,4928,920
2460,4931,1632
2461,4931,1391
2462,4934,1686
2463,4935,1544
2464,4936,679
2465,4939,956
2466,4939,1619
2467,4939,1354
2468,4940,351
2469,4942,1273
2470,4942,1031
2471,4949,385
2472,4953,1660
2473,4953,1032
2474,4953,1167
2475,4955,1146
2476,4955,1635
2477,4957,1660
2478,4961,1516
2479,4966,1230
2480,4969,1083
2481,4970,1012
2482,4971,849
2483,4973,1540
2484,4977,790
2485,4982,1648
2486,4983,1166
2487,4984,1162
2488,4991,1661
2489,4993,997
2490,4995,1475
2491,4995,512
2492,4996,1635
2493,4998,1594
2494,5000,973
2495,5000,1672
2496,5000,1338
2497,5001,1391
2498,5001,300
2499,5003,1521
2500,5003,1583
2501,5003,889
2502,5003,102
2503,5003,945
2504,5007,1164
2505,5013,1569
2506,5017,18
2507,5019,1446
2508,5022,1742
2509,5022,880
2510,5023,102
2511,5023,625
2512,5026,1206
2513,5029,666
2514,5029,307
2515,5031,1463
2516,5035,1012
2517,5035,828
2518,5038,1182
2519,5038,1166
2520,5043,985
2521,5044,1542
2522,5046,313
2523,5047,1475
2524,5049,1319
2525,5050,1564
2526,5053,757
2527,5053,204
2528,5064,819
2529,5067,1321
2530,5068,1357
2531,5073,1029
2532,5074,890
2533,5085,956
2534,5093,1810
2535,5098,887
2536,5099,895
2537,5099,563
2538,5100,53
2539,5100,35
2540,5100,1136
2541,5100,1521
2542,5104,559
2543,5114,1787
2544,5114,876
2545,5115,997
2546,5122,968
2547,5128,76
2548,5129,1384
2549,5131,88
2550,5133,1250
2551,5136,1619
2552,5138,1037
2553,5138,1560
2554,5138,1013
2555,5138,1648
2556,5140,306
2557,5140,416
2558,5140,275
2559,5142,1207
2560,5142,1205
2561,5148,1797
2562,5152,1760
2563,5155,1342
2564,5157,1597
2565,5157,1207
2566,5160,302
2567,5160,1673
2568,5161,860
2569,5164,984
2570,5164,1357
2571,5167,286
2572,5173,1503
2573,5177,84
2574,5179,945
2575,5179,1583
2576,5179,889
2577,5179,1410
2578,5187,1032
2579,5188,1683
2580,5189,1723
2581,5196,35
2582,5200,138
2583,5200,151
2584,5203,951
2585,5210,937
2586,5210,1198
2587,5210,826
2588,5213,290
2589,5214,479
2590,5214,590
2591,5214,43
2592,5222,1002
2593,5230,864
2594,5232,1656
2595,5232,1742
2596,5234,613
2597,5239,1609
2598,5242,671
2599,5245,1625
2600,5245,1739
2601,5245,1544
2602,5252,974
2603,5256,749
2604,5265,586
2605,5265,629
2606,5265,93
2607,5265,587
2608,5272,450
2609,5272,1640
2610,5273,15
2611,5273,376
2612,5273,708
2613,5273,132
2614,5273,618
2615,5274,1427
2616,5274,150
2617,5275,1327
2618,5281,682
2619,5283,973
2620,5290,1729
2621,5290,366
2622,5291,313
2623,5291,21
2624,5291,708
2625,5291,376
2626,5292,364
2627,5294,15
2628,5297,1146
2629,5298,624
2630,5299,307
2631,5299,121
2632,5300,77
2633,5300,1764
2634,5311,1398
2635,5311,27
2636,5313,639
2637,5313,665
2638,5313,301
2639,5313,69
2640,5314,24
2641,5314,287
2642,5315,940
2643,5319,215
2644,5320,468
2645,5320,564
2646,5321,605
2647,5321,450
2648,5321,1427
2649,5322,15
2650,5322,708
2651,5322,38
2652,5327,479
2653,5327,15
2654,5327,656
2655,5329,1379
2656,5331,38
2657,5331,142
2658,5333,1290
2659,5333,1579
2660,5334,315
2661,5339,506
2662,5341,1081
2663,5344,1679
2664,5344,1641
2665,5352,860
2666,5353,852
2667,5355,678
2668,5356,561
2669,5356,277
2670,5361,644
2671,5361,120
2672,5363,327
2673,5368,294
2674,5375,1688
2675,5376,940
2676,5377,828
2677,5378,1488
2678,5380,191
2679,5380,138
2680,5381,1508
2681,5385,19
2682,5385,1673
2683,5388,827
2684,5389,1291
2685,5389,837
2686,5389,1592
2687,5394,1167
2688,5395,1660
2689,5395,1341
2690,5395,1570
2691,5396,1013
2692,5398,1147
2693,5400,1384
2694,5400,1293
2695,5404,285
2696,5411,293
2697,5411,25
2698,5413,1570
2699,5413,1606
2700,5413,1516
2701,5414,1002
2702,5419,832
2703,5419,1473
2704,5420,983
2705,5424,332
2706,5424,381
2707,5425,398
2708,5425,575
2709,5425,280
2710,5435,7
2711,5437,959
2712,5438,1319
2713,5448,7
2714,5450,830
2715,5450,1151
2716,5452,884
2717,5452,1574
2718,5458,82
2719,5462,810
2720,5464,1208
2721,5464,1700
2722,5464,1599
2723,5465,1187
2724,5469,852
2725,5474,19
2726,5480,1516
2727,5481,61
2728,5481,149
2729,5482,845
2730,5483,978
2731,5483,1668
2732,5487,75
2733,5494,1316
2734,5494,1146
2735,5494,1609
2736,5497,1654
2737,5497,866
2738,5500,563
2739,5503,1044
2740,5508,138
2741,5508,57
2742,5515,153
2743,5515,421
2744,5515,574
2745,5516,228
2746,5517,1835
2747,5517,1779
2748,5518,1806
2749,5520,1604
2750,5528,925
2751,5528,983
2752,5531,722
2753,5531,327
2754,5532,1238
2755,5535,1184
2756,5537,1619
2757,5538,587
2758,5538,290
2759,5540,983
2760,5540,925
2761,5540,1760
2762,5543,278
2763,5544,1250
2764,5546,937
2765,5548,35
2766,5548,1622
2767,5554,436
2768,5558,987
2769,5559,1534
2770,5559,1611
2771,5560,839
2772,5560,1317
2773,5560,1668
2774,5564,1198
2775,5564,1836
2776,5567,319
2777,5567,300
2778,5567,1632
2779,5570,825
2780,5571,956
2781,5572,647
2782,5573,132
2783,5573,416
2784,5573,170
2785,5574,825
2786,5577,835
2787,5579,587
2788,5580,1742
2789,5581,1391
2790,5582,1336
2791,5586,1658
2792,5588,1037
2793,5588,1013
2794,5596,57
2795,5597,293
2796,5599,888
2797,5601,1545
2798,5606,880
2799,5606,895
2800,5606,984
2801,5607,599
2802,5607,646
2803,5609,1664
2804,5614,852
2805,5614,1167
2806,5614,1660
2807,5616,999
2808,5616,852
2809,5617,790
2810,5618,1195
2811,5618,1649
2812,5621,1739
2813,5624,1633
2814,5626,1136
2815,5626,1514
2816,5628,1140
2817,5628,1648
2818,5628,1163
2819,5631,825
2820,5633,75
2821,5634,830
2822,5637,77
2823,5637,480
2824,5640,1208
2825,5640,1227
2826,5640,1049
2827,5642,275
2828,5643,1049
2829,5648,413
2830,5648,310
2831,5648,313
2832,5650,1569
2833,5651,940
2834,5654,937
2835,5655,872
2836,5656,1336
2837,5656,1222
2838,5659,1488
2839,5660,43
2840,5664,1165
2841,5664,999
2842,5664,984
2843,5664,1525
2844,5669,102
2845,5669,17
2846,5671,931
2847,5674,1224
2848,5677,1545
2849,5678,1331
2850,5678,1237
2851,5699,956
2852,5699,1699
2853,5703,825
2854,5703,1457
2855,5708,293
2856,5713,1013
2857,5715,1255
2858,5720,1319
2859,5727,305
2860,5727,570
2861,5729,162
2862,5729,449
2863,5737,1431
2864,5737,158
2865,5737,1011
2866,5738,1579
2867,5742,286
2868,5742,30
2869,5748,1534
2870,5758,1021
2871,5759,1739
2872,5759,1012
2873,5761,56
2874,5762,27
2875,5762,1398
2876,5766,1473
2877,5766,885
2878,5769,179
2879,5769,400
2880,5769,1643
2881,5770,591
2882,5770,286
2883,5771,784
2884,5772,1384
2885,5774,790
2886,5774,25
2887,5774,30
2888,5774,569
2889,5774,575
2890,5777,1088
2891,5781,1257
2892,5783,169
2893,5792,1182
2894,5793,1398
2895,5793,934
2896,5797,1038
2897,5801,351
2898,5801,280
2899,5805,976
2900,5808,1143
2901,5808,1722
2902,5809,1567
2903,5811,1691
2904,5812,1164
2905,5815,307
2906,5818,1257
2907,5823,1332
2908,5824,1298
2909,5828,1298
2910,5830,96
2911,5830,643
2912,5832,273
2913,5832,1494
2914,5844,647
2915,5847,351
2916,5848,984
2917,5853,307
2918,5855,336
2919,5855,568
2920,5860,142
2921,5863,319
2922,5863,56
2923,5875,1702
2924,5877,485
2925,5877,480
2926,5877,16
2927,5878,1434
2928,5886,426
2929,5886,113
2930,5886,474
2931,5886,600
2932,5886,287
2933,5887,450
2934,5888,1389
2935,5888,1599
2936,5889,1661
2937,5889,1446
2938,5890,487
2939,5890,151
2940,5890,501
2941,5900,321
2942,5903,1545
2943,5903,1289
2944,5908,1558
2945,5908,951
2946,5910,170
2947,5910,142
2948,5910,639
2949,5910,366
2950,5910,21
2951,5915,1155
2952,5922,204
2953,5924,237
2954,5929,1366
2955,5931,1354
2956,5934,1384
2957,5936,982
2958,5936,1295
2959,5938,21
2960,5938,69
2961,5938,169
2962,5938,301
2963,5938,1427
2964,5941,963
2965,5949,1679
2966,5950,419
2967,5952,1672
2968,5956,1140
2969,5965,1281
2970,5967,400
2971,5967,739
2972,5968,1752
2973,5972,1609
2974,5977,1045
2975,5980,69
2976,5980,656
2977,5980,169
2978,5980,751
2979,5981,506
2980,5991,1032
2981,5992,989
2982,5996,663
2983,5998,1729
2984,5998,1287
2985,5999,1579
2986,6005,1641
2987,6005,13
2988,6007,337
2989,6009,1158
2990,6009,284
2991,6016,1366
2992,6018,135
2993,6019,65
2994,6019,583
2995,6019,433
2996,6020,1145
2997,6020,1291
2998,6020,868
2999,6022,295
3000,6022,26
3001,6022,48
3002,6022,552
3003,6023,867
3004,6023,1622
3005,6023,1374
3006,6024,293
3007,6027,645
3008,6027,791
3009,6029,960
3010,6030,944
3011,6031,1622
3012,6031,1655
3013,6031,1583
3014,6031,17
3015,6033,1577
3016,6033,868
3017,6034,856
3018,6034,1251
3019,6034,836
3020,6034,1529
3021,6038,1116
3022,6038,1121
3023,6041,1141
3024,6043,1550
3025,6045,1197
3026,6046,583
3027,6046,552
3028,6046,26
3029,6047,76
3030,6048,65
3031,6048,711
3032,6049,573
3033,6050,1201
3034,6053,1464
3035,6056,433
3036,6058,1142
3037,6059,1249
3038,6059,1492
3039,6060,573
3040,6060,131
3041,6064,1182
3042,6065,1201
3043,6065,1598
3044,6069,1201
3045,6070,83
3046,6070,292
3047,6070,439
3048,6074,1135
3049,6075,903
3050,6076,8
3051,6078,60
3052,6080,923
3053,6080,28
3054,6082,274
3055,6085,811
3056,6086,1476
3057,6087,580
3058,6088,339
3059,6088,689
3060,6094,41
3061,6105,981
3062,6107,1053
3063,6107,347
3064,6108,1006
3065,6108,1141
3066,6109,834
3067,6109,320
3068,6110,614
3069,6114,953
3070,6115,1538
3071,6121,811
3072,6121,1129
3073,6122,682
3074,6122,501
3075,6122,199
3076,6123,278
3077,6128,834
3078,6129,292
3079,6129,1302
3080,6131,856
3081,6132,902
3082,6132,948
3083,6133,1484
3084,6136,1268
3085,6137,583
3086,6139,1589
3087,6139,1241
3088,6140,834
3089,6140,345
3090,6141,1274
3091,6143,79
3092,6149,1194
3093,6153,182
3094,6154,1350
3095,6154,1053
3096,6155,1276
3097,6155,1611
3098,6155,841
3099,6157,340
3100,6157,594
3101,6158,349
3102,6159,1569
3103,6161,1496
3104,6162,1116
3105,6166,28
3106,6167,327
3107,6171,1476
3108,6175,858
3109,6177,1507
3110,6177,897
3111,6181,840
3112,6183,1257
3113,6185,837
3114,6187,289
3115,6187,571
3116,6187,1675
3117,6189,381
3118,6189,1285
3119,6190,289
3120,6190,593
3121,6193,82
3122,6196,1264
3123,6197,1135
3124,6201,1279
3125,6203,847
3126,6203,1511
3127,6207,1178
3128,6207,812
3129,6207,1559
3130,6208,1191
3131,6208,1332
3132,6215,63
3133,6228,594
3134,6228,716
3135,6228,340
3136,6230,816
3137,6234,1602
3138,6234,1530
3139,6234,1296
3140,6237,1467
3141,6237,1202
3142,6239,410
3143,6239,374
3144,6239,158
3145,6239,114
3146,6240,274
3147,6240,1525
3148,6240,1273
3149,6242,833
3150,6247,1283
3151,6250,1581
3152,6251,1116
3153,6255,941
3154,6255,1256
3155,6255,961
3156,6255,1073
3157,6255,1604
3158,6257,897
3159,6258,14
3160,6258,595
3161,6260,6
3162,6260,1470
3163,6269,1559
3164,6269,939
3165,6270,1213
3166,6270,1253
3167,6270,1517
3168,6272,965
3169,6275,922
3170,6277,8
3171,6277,923
3172,6277,316
3173,6278,85
3174,6278,345
3175,6280,182
3176,6280,538
3177,6282,807
3178,6284,1121
3179,6289,1486
3180,6289,934
3181,6291,828
3182,6295,1457
3183,6295,833
3184,6295,1497
3185,6296,1240
3186,6296,1484
3187,6301,1138
3188,6303,1184
3189,6304,596
3190,6304,864
3191,6305,1156
3192,6305,921
3193,6310,182
3194,6312,1127
3195,6317,1471
3196,6319,1624
3197,6322,1127
3198,6322,1613
3199,6325,1437
3200,6328,1667
3201,6328,1232
3202,6329,181
3203,6331,875
3204,6332,1371
3205,6335,1065
3206,6335,843
3207,6336,1249
3208,6336,989
3209,6337,1607
3210,6339,1677
3211,6339,1073
3212,6340,340
3213,6340,80
3214,6340,349
3215,6345,1677
3216,6346,1040
3217,6347,85
3218,6347,83
3219,6351,681
3220,6351,1170
3221,6352,1589
3222,6352,856
3223,6353,1350
3224,6358,34
3225,6359,94
3226,6360,1484
3227,6363,1405
3228,6363,36
3229,6367,182
3230,6367,83
3231,6367,14
3232,6368,1088
3233,6370,833
3234,6374,1138
3235,6379,1025
3236,6380,368
3237,6381,1014
3238,6382,1467
3239,6383,1466
3240,6383,1127
3241,6383,4
3242,6383,1116
3243,6386,836
3244,6395,910
3245,6396,1020
3246,6398,1497
3247,6404,1511
3248,6413,36
3249,6413,634
3250,6417,1467
3251,6417,1124
3252,6423,1581
3253,6425,1310
3254,6427,1554
3255,6427,1607
3256,6427,1160
3257,6428,888
3258,6434,1268
3259,6434,1040
3260,6435,1565
3261,6437,1244
3262,6439,80
3263,6448,249
3264,6448,651
3265,6448,1795
3266,6452,1241
3267,6452,1726
3268,6454,1607
3269,6461,858
3270,6462,1772
3271,6462,1065
3272,6469,1123
3273,6470,1100
3274,6476,1368
3275,6480,1249
3276,6480,1264
3277,6482,468
3278,6482,527
3279,6485,1020
3280,6487,1658
3281,6496,1258
3282,6504,1263
3283,6504,1124
3284,6504,1485
3285,6506,1040
3286,6508,870
3287,6508,1186
3288,6508,1536
3289,6513,1153
3290,6515,1187
3291,6517,306
3292,6519,1342
3293,6520,85
3294,6520,404
3295,6522,259
3296,6527,1060
3297,6528,125
3298,6529,1187
3299,6529,7
3300,6530,1552
3301,6533,1232
3302,6538,1348
3303,6538,299
3304,6538,1583
3305,6540,330
3306,6545,1157
3307,6553,1155
3308,6559,1025
3309,6562,1467
3310,6564,1294
3311,6564,1565
3312,6569,1092
3313,6570,347
3314,6571,843
3315,6571,1328
3316,6574,939
3317,6575,990
3318,6582,987
3319,6583,412
3320,6584,1628
3321,6590,566
3322,6590,299
3323,6593,858
3324,6593,856
3325,6593,1529
3326,6593,1470
3327,6594,864
3328,6594,915
3329,6594,1259
3330,6595,354
3331,6595,838
3332,6596,934
3333,6599,1268
3334,6599,1040
3335,6599,1175
3336,6608,941
3337,6609,433
3338,6610,1141
3339,6613,583
3340,6613,552
3341,6615,1529
3342,6621,1592
3343,6622,60
3344,6624,1145
3345,6626,26
3346,6632,1550
3347,6634,944
3348,6642,1258
3349,6644,1487
3350,6647,813
3351,6647,608
3352,6648,552
3353,6654,1777
3354,6654,347
3355,6654,374
3356,6654,410
3357,6657,847
3358,6663,1372
3359,6667,811
3360,6673,1009
3361,6673,1492
3362,6677,875
3363,6678,1260
3364,6681,1170
3365,6681,907
3366,6682,1025
3367,6683,1139
3368,6684,1302
3369,6684,1405
3370,6688,85
3371,6691,1214
3372,6691,1129
3373,6691,1121
3374,6697,1539
3375,6698,813
3376,6699,41
3377,6699,1279
3378,6701,614
3379,6702,1539
3380,6703,1487
3381,6704,1602
3382,6704,1624
3383,6710,439
3384,6710,182
3385,6711,1317
3386,6712,395
3387,6713,1515
3388,6713,865
3389,6716,689
3390,6725,538
3391,6728,97
3392,6732,1328
3393,6744,824
3394,6747,53
3395,6749,330
3396,6751,1219
3397,6752,1600
3398,6754,700
3399,6754,36
3400,6754,297
3401,6754,634
3402,6758,1328
3403,6762,1226
3404,6762,1128
3405,6765,395
3406,6766,151
3407,6768,729
3408,6768,172
3409,6769,1116
3410,6770,1483
3411,6770,981
3412,6770,1196
3413,6771,82
3414,6774,935
3415,6780,1518
3416,6782,1476
3417,6785,1135
3418,6787,349
3419,6788,83
3420,6789,811
3421,6791,61
3422,6792,974
3423,6793,923
3424,6797,1131
3425,6797,1240
3426,6799,881
3427,6807,439
3428,6807,631
3429,6812,80
3430,6813,4
3431,6817,1372
3432,6819,580
3433,6820,868
3434,6820,562
3435,6820,1194
3436,6823,1244
3437,6825,923
3438,6826,1518
3439,6830,761
3440,6833,272
3441,6833,861
3442,6840,1196
3443,6841,1626
3444,6844,125
3445,6845,1624
3446,6846,1405
3447,6848,310
3448,6850,964
3449,6850,953
3450,6856,1155
3451,6858,275
3452,6858,1219
3453,6865,1675
3454,6866,1463
3455,6872,125
3456,6873,345
3457,6873,85
3458,6874,1631
3459,6874,49
3460,6874,1212
3461,6874,1522
3462,6878,312
3463,6880,1531
3464,6882,836
